03.MMHAP34FRA.seq	DNA segment, 03.MMHAP34FRA.seq
Sema3c	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C
Sema3d	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D
Sema3e	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E
Sema3f	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F
Sema3g	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3G
Sema4a	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A
Sema4b	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4B
Sema4c	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C
Sema4d	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D
Sema4f	sema domain, immunoglobulin domain (Ig), TM domain, and short cytoplasmic domain
Sema4g	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G
Sema5a	sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A
Sema5b	sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5B
Sema6a	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A
Sema6b	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6B
Sema6c	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6C
Sema6d	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D
Sema7a	sema domain, immunoglobulin domain (Ig), and GPI membrane anchor, (semaphorin) 7A
Senp1	SUMO1/sentrin specific peptidase 1
Senp2	SUMO/sentrin specific peptidase 2
Senp3	SUMO/sentrin specific peptidase 3
Senp5	SUMO/sentrin specific peptidase 5
Senp6	SUMO/sentrin specific peptidase 6
Senp7	SUMO1/sentrin specific peptidase 7
Senp8	SUMO/sentrin specific peptidase 8
Sephs1	selenophosphate synthetase 1
Sephs2	selenophosphate synthetase 2
Sepsecs	Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase
Sept1	septin 1
Sept10	septin 10
Sept11	septin 11
Sept12	septin 12
Sept14	septin 14
Sept2	septin 2
Sept3	septin 3
Sept4	septin 4
Sept5	septin 5
Sept6	septin 6
Sept7	septin 7
Sept8	septin 8
Sept9	septin 9
Ser	-
Serac1	serine active site containing 1
Serbp1	serpine1 mRNA binding protein 1
Serf1	small EDRK-rich factor 1
Serf2	small EDRK-rich factor 2
Sergef	secretion regulating guanine nucleotide exchange factor
Serhl	serine hydrolase-like
Serinc1	serine incorporator 1
Serinc2	serine incorporator 2
Serinc3	serine incorporator 3
Serinc4	-
Serinc5	serine incorporator 5
Serp1	stress-associated endoplasmic reticulum protein 1
Serp2	stress-associated endoplasmic reticulum protein family member 2
Serpina10	serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 10
Serpina11	serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 11
Serpina12	serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 12
Serpina16	serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 16
Serpina1a	serine (or cysteine) peptidase inhibitor, clade A, member 1A
Serpina1b	serine (or cysteine) preptidase inhibitor, clade A, member 1B
Serpina1c	serine (or cysteine) peptidase inhibitor, clade A, member 1C
Serpina1d	serine (or cysteine) peptidase inhibitor, clade A, member 1D
Serpina1e	serine (or cysteine) peptidase inhibitor, clade A, member 1E
Serpina1f	serine (or cysteine) peptidase inhibitor, clade A, member 1F
Serpina3a	serine (or cysteine) peptidase inhibitor, clade A, member 3A
Serpina3b	serine (or cysteine) peptidase inhibitor, clade A, member 3B
Serpina3c	serine (or cysteine) peptidase inhibitor, clade A, member 3C
Serpina3d-ps	serine (or cysteine) peptidase inhibitor, clade A, member 3D, pseudogene
Serpina3e-ps	serine (or cysteine) peptidase inhibitor, clade A, member 3E, pseudogene
Serpina3f	serine (or cysteine) peptidase inhibitor, clade A, member 3F
Serpina3g	serine (or cysteine) peptidase inhibitor, clade A, member 3G
Serpina3h	serine (or cysteine) peptidase inhibitor, clade A, member 3H
Serpina3i	serine (or cysteine) peptidase inhibitor, clade A, member 3I
Serpina3j	serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 3J
Serpina3k	serine (or cysteine) peptidase inhibitor, clade A, member 3K
Serpina3kr	serine (or cysteine) peptidase inhibitor, clade A, member 3K regulator
Serpina3l-ps	serine (or cysteine) peptidase inhibitor, clade A, member 3L, pseudogene
Serpina3m	serine (or cysteine) peptidase inhibitor, clade A, member 3M
Serpina3n	serine (or cysteine) peptidase inhibitor, clade A, member 3N
Serpina4-ps1	serine (or cysteine) peptidase inhibitor, clade A, member 4, pseudogene 1
Serpina5	serine (or cysteine) peptidase inhibitor, clade A, member 5
Serpina6	serine (or cysteine) peptidase inhibitor, clade A, member 6
Serpina7	serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 7
Serpina9	serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 9
Serpinb1-ps1	serine (or cysteine) peptidase inhibitor, clade B, member 1, pseudogene
Serpinb10	serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 10
Serpinb11	serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 11
Serpinb12	serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 12
Serpinb13	serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 13
Serpinb1a	serine (or cysteine) peptidase inhibitor, clade B, member 1a
Serpinb1b	serine (or cysteine) peptidase inhibitor, clade B, member 1b
Serpinb1c	serine (or cysteine) peptidase inhibitor, clade B, member 1c
Serpinb2	serine (or cysteine) peptidase inhibitor, clade B, member 2
Serpinb3a	serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 3A
Serpinb3b	serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 3B
Serpinb3c	serine (or cysteine) peptidase inhibitor, clade B, member 3C
Serpinb3d	serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 3D
Serpinb5	serine (or cysteine) peptidase inhibitor, clade B, member 5
Serpinb6a	serine (or cysteine) peptidase inhibitor, clade B, member 6a
Serpinb6b	serine (or cysteine) peptidase inhibitor, clade B, member 6b
Serpinb6c	serine (or cysteine) peptidase inhibitor, clade B, member 6c
Serpinb6d	serine (or cysteine) peptidase inhibitor, clade B, member 6d
Serpinb6e	serine (or cysteine) peptidase inhibitor, clade B, member 6e
Serpinb7	serine (or cysteine) peptidase inhibitor, clade B, member 7
Serpinb8	serine (or cysteine) peptidase inhibitor, clade B, member 8
Serpinb9	serine (or cysteine) peptidase inhibitor, clade B, member 9
Serpinb9b	serine (or cysteine) peptidase inhibitor, clade B, member 9b
Serpinb9c	serine (or cysteine) peptidase inhibitor, clade B, member 9c
Serpinb9d	serine (or cysteine) peptidase inhibitor, clade B, member 9d
Serpinb9e	serine (or cysteine) peptidase inhibitor, clade B, member 9e
Serpinb9f	serine (or cysteine) peptidase inhibitor, clade B, member 9f
Serpinb9g	serine (or cysteine) peptidase inhibitor, clade B, member 9g
Serpinc1	serine (or cysteine) peptidase inhibitor, clade C (antithrombin), member 1
Serpind1	serine (or cysteine) peptidase inhibitor, clade D, member 1
Serpine1	serine (or cysteine) peptidase inhibitor, clade E, member 1
Serpine2	serine (or cysteine) peptidase inhibitor, clade E, member 2
Serpine3	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 3
Serpinf1	serine (or cysteine) peptidase inhibitor, clade F, member 1
Serpinf2	serine (or cysteine) peptidase inhibitor, clade F, member 2
Serping1	serine (or cysteine) peptidase inhibitor, clade G, member 1
Serpinh1	serine (or cysteine) peptidase inhibitor, clade H, member 1
Serpini1	serine (or cysteine) peptidase inhibitor, clade I, member 1
Serpini2	serine (or cysteine) peptidase inhibitor, clade I, member 2
Sertad1	SERTA domain containing 1
Sertad2	SERTA domain containing 2
Sertad3	SERTA domain containing 3
Sertad4	SERTA domain containing 4
Sertm1	serine rich and transmembrane domain containing 1
Ses10	salmonella enteritidis susceptibility 10
Ses1a	salmonella enteritidis susceptibility 1a
Ses1b	salmonella enteritidis susceptibility 1b
Ses2	salmonella enteritidis susceptibility 2
Ses3	salmonella enteritidis susceptibility 3
Ses4	salmonella enteritidis susceptibility 4
Ses5	salmonella enteritidis susceptibility 5
Ses6	salmonella enteritidis susceptibility 6
Ses7	salmonella enteritidis susceptibility 7
Ses8	salmonella enteritidis susceptibility 8
Ses9	salmonella enteritidis susceptibility 9
Sesn1	sestrin 1
Sesn2	sestrin 2
Sesn3	sestrin 3
Sestd1	SEC14 and spectrin domains 1
Set	SET nuclear oncogene
Setbp1	SET binding protein 1
Setd1a	SET domain containing 1A
Setd1b	SET domain containing 1B
Setd2	SET domain containing 2
Setd3	SET domain containing 3
Setd4	SET domain containing 4
Setd5	SET domain containing 5
Setd6	SET domain containing 6
Setd7	SET domain containing (lysine methyltransferase) 7
Setdb1	SET domain, bifurcated 1
Setdb2	SET domain, bifurcated 2
Setmar	SET domain without mariner transposase fusion
Setx	senataxin
Sez2	seizure related gene 2
Sez6	seizure related gene 6
Sez6l	seizure related 6 homolog like
Sez6l2	seizure related 6 homolog like 2
Sf1	splicing factor 1
Sf3a1	splicing factor 3a, subunit 1
Sf3a2	splicing factor 3a, subunit 2
Sf3a3	splicing factor 3a, subunit 3
Sf3b1	splicing factor 3b, subunit 1
Sf3b2	splicing factor 3b, subunit 2
Sf3b3	splicing factor 3b, subunit 3
Sf3b4	splicing factor 3b, subunit 4
Sf3b5	splicing factor 3b, subunit 5
Sf3b6	splicing factor 3B, subunit 6
Sfat	sulfate transporter
Sfi1	Sfi1 homolog, spindle assembly associated (yeast)
Sfmbt1	Scm-like with four mbt domains 1
Sfmbt2	Scm-like with four mbt domains 2
Sfn	stratifin
Sfpe1	-
Sfpe2/sbe1	-
Sfpq	splicing factor proline/glutamine rich (polypyrimidine tract binding protein associated)
Sfr1	SWI5 dependent recombination repair 1
Sfrp1	secreted frizzled-related protein 1
Sfrp2	secreted frizzled-related protein 2
Sfrp4	secreted frizzled-related protein 4
Sfrp5	secreted frizzled-related sequence protein 5
Sfswap	splicing factor, suppressor of white-apricot homolog (Drosophila)
Sft2d1	SFT2 domain containing 1
Sft2d2	SFT2 domain containing 2
Sft2d3	SFT2 domain containing 3
Sfta2	surfactant associated 2
Sfta3-ps	surfactant associated 3, pseudogene
Sftpa1	surfactant associated protein A1
Sftpb	surfactant associated protein B
Sftpc	surfactant associated protein C
Sftpd	surfactant associated protein D
Sfxn1	sideroflexin 1
Sfxn2	sideroflexin 2
Sfxn3	sideroflexin 3
Sfxn4	sideroflexin 4
Sfxn5	sideroflexin 5
Sgca	sarcoglycan, alpha (dystrophin-associated glycoprotein)
Sgcb	sarcoglycan, beta (dystrophin-associated glycoprotein)
Sgcd	sarcoglycan, delta (dystrophin-associated glycoprotein)
Sgce	sarcoglycan, epsilon
Sgcg	sarcoglycan, gamma (dystrophin-associated glycoprotein)
Sgcz	sarcoglycan zeta
Sgf29	SAGA complex associated factor 29
Sgip1	SH3-domain GRB2-like (endophilin) interacting protein 1
Sgk1	serum/glucocorticoid regulated kinase 1
Sgk2	serum/glucocorticoid regulated kinase 2
Sgk3	serum/glucocorticoid regulated kinase 3
Sgms1	sphingomyelin synthase 1
Sgms2	sphingomyelin synthase 2
Sgo1	shugoshin 1
Sgo2a	shugoshin 2A
Sgo2b	shugoshin 2B
Sgp1	serum gp70 production 1
Sgp2	serum gp70 production 2
Sgp3	serum gp70 production 3
Sgpl1	sphingosine phosphate lyase 1
Sgpp1	sphingosine-1-phosphate phosphatase 1
Sgpp2	sphingosine-1-phosphate phosphotase 2
Sgsh	N-sulfoglucosamine sulfohydrolase (sulfamidase)
Sgsm1	small G protein signaling modulator 1
Sgsm2	small G protein signaling modulator 2
Sgsm3	small G protein signaling modulator 3
Sgta	small glutamine-rich tetratricopeptide repeat (TPR)-containing, alpha
Sgtb	small glutamine-rich tetratricopeptide repeat (TPR)-containing, beta
Sh1	sperm hammerhead 1
Sh2	sperm hammerhead 2
Sh2b1	SH2B adaptor protein 1
Sh2b2	SH2B adaptor protein 2
Sh2b3	SH2B adaptor protein 3
Sh2d1a	SH2 domain containing 1A
Sh2d1b1	SH2 domain containing 1B1
Sh2d1b2	SH2 domain containing 1B2
Sh2d2a	SH2 domain containing 2A
Sh2d3c	SH2 domain containing 3C
Sh2d4a	SH2 domain containing 4A
Sh2d4b	SH2 domain containing 4B
Sh2d5	SH2 domain containing 5
Sh2d6	SH2 domain containing 6
Sh2d7	SH2 domain containing 7
Sh3	sperm hammerhead 3
Sh3bgr	SH3-binding domain glutamic acid-rich protein
Sh3bgrl	SH3-binding domain glutamic acid-rich protein like
Sh3bgrl2	SH3 domain binding glutamic acid-rich protein like 2
Sh3bgrl3	SH3 domain binding glutamic acid-rich protein-like 3
Sh3bp1	SH3-domain binding protein 1
Sh3bp2	SH3-domain binding protein 2
Sh3bp4	SH3-domain binding protein 4
Sh3bp5	SH3-domain binding protein 5 (BTK-associated)
Sh3bp5l	SH3 binding domain protein 5 like
Sh3d19	SH3 domain protein D19
Sh3d21	SH3 domain containing 21
Sh3d2c-ps1	SH3 domain protein 2C, pseudogene 1
Sh3gl1	SH3-domain GRB2-like 1
Sh3gl2	SH3-domain GRB2-like 2
Sh3gl3	SH3-domain GRB2-like 3
Sh3glb1	SH3-domain GRB2-like B1 (endophilin)
Sh3glb2	SH3-domain GRB2-like endophilin B2
Sh3kbp1	SH3-domain kinase binding protein 1
Sh3pxd2a	SH3 and PX domains 2A
Sh3pxd2b	SH3 and PX domains 2B
Sh3rf1	SH3 domain containing ring finger 1
Sh3rf2	SH3 domain containing ring finger 2
Sh3rf3	SH3 domain containing ring finger 3
Sh3tc1	SH3 domain and tetratricopeptide repeats 1
Sh3tc2	SH3 domain and tetratricopeptide repeats 2
Sh3yl1	Sh3 domain YSC-like 1
Sh4	sperm hammerhead 4
Sha	shaven
Shank1	SH3/ankyrin domain gene 1
Shank2	SH3/ankyrin domain gene 2
Shank3	SH3/ankyrin domain gene 3
Sharpin	SHANK-associated RH domain interacting protein
Shb	src homology 2 domain-containing transforming protein B
Shbdp1	src homology 3 binding domain protein 1
Shbg	sex hormone binding globulin
Shc1	src homology 2 domain-containing transforming protein C1
Shc1-rs1	src homology 2 domain-containing transforming protein C1, related sequence 1
Shc2	SHC (Src homology 2 domain containing) transforming protein 2
Shc3	src homology 2 domain-containing transforming protein C3
Shc4	SHC (Src homology 2 domain containing) family, member 4
Shcbp1	Shc SH2-domain binding protein 1
Shcbp1l	Shc SH2-domain binding protein 1-like
Shd	src homology 2 domain-containing transforming protein D
She	src homology 2 domain-containing transforming protein E
Shf	Src homology 2 domain containing F
Shh	sonic hedgehog
Shisa2	shisa family member 2
Shisa3	shisa family member 3
Shisa4	shisa family member 4
Shisa5	shisa family member 5
Shisa6	shisa family member 6
Shisa7	shisa family member 7
Shisa8	shisa family member 8
Shisa9	shisa family member 9
Shkbp1	Sh3kbp1 binding protein 1
Shmt1	serine hydroxymethyltransferase 1 (soluble)
Shmt2	serine hydroxymethyltransferase 2 (mitochondrial)
Shoc2	soc-2 (suppressor of clear) homolog (C. elegans)
Shox2	short stature homeobox 2
Shpk	sedoheptulokinase
Shprh	SNF2 histone linker PHD RING helicase
Shq1	SHQ1 homolog (S. cerevisiae)
Shroom1	shroom family member 1
Shroom2	shroom family member 2
Shroom3	shroom family member 3
Shroom4	shroom family member 4
Shtn1	shootin 1
Si-r	sucrase isomaltase, regulatory
Si5lq1	serum IGFBP-5 level QTL 1
Si5lq2	serum IGFBP-5 level QTL 2
Si5lq3	serum IGFBP-5 level QTL 3
Si5lq4	serum IGFBP-5 level QTL 4
Si5lq5	serum IGFBP-5 level QTL 5
Si5lq6	serum IGFBP-5 level QTL 6
Siae	sialic acid acetylesterase
Siafq1	stress induced analgesia, female specific, QTL1
Siah1-ps1	seven in absentia 1, pseudogene 1
Siah1-ps2	seven in absentia 1, pseudogene 2
Siah1a	seven in absentia 1A
Siah1b	seven in absentia 1B
Siah2	seven in absentia 2
Siah3	seven in absentia homolog 3 (Drosophila)
Sials	sialoadenitis susceptibility
Sic	sickly
Sicd1	seizure-induced cell death 1
Sidt1	SID1 transmembrane family, member 1
Sidt2	SID1 transmembrane family, member 2
Sif1	serum induced transcript 1
Sig	sightless
Sigirr	single immunoglobulin and toll-interleukin 1 receptor (TIR) domain
Siglec1	sialic acid binding Ig-like lectin 1, sialoadhesin
Siglec15	sialic acid binding Ig-like lectin 15
Siglece	sialic acid binding Ig-like lectin E
Siglecf	sialic acid binding Ig-like lectin F
Siglecg	sialic acid binding Ig-like lectin G
Siglech	sialic acid binding Ig-like lectin H
Sigmar1	sigma non-opioid intracellular receptor 1
Sik1	salt inducible kinase 1
Sik2	salt inducible kinase 2
Sik3	SIK family kinase 3
Sike1	suppressor of IKBKE 1
Sil1	endoplasmic reticulum chaperone SIL1 homolog (S. cerevisiae)
Sim1	single-minded homolog 1 (Drosophila)
Sim2	single-minded homolog 2 (Drosophila)
Simc1	SUMO-interacting motifs containing 1
Sin3a	transcriptional regulator, SIN3A (yeast)
Sin3b	transcriptional regulator, SIN3B (yeast)
Sipa1	signal-induced proliferation associated gene 1
Sipa1l1	signal-induced proliferation-associated 1 like 1
Sipa1l2	signal-induced proliferation-associated 1 like 2
Sipa1l3	signal-induced proliferation-associated 1 like 3
Sipd1	schedule-induced polydipsia
Sirpa	signal-regulatory protein alpha
Sirpb1a	signal-regulatory protein beta 1A
Sirpb1b	signal-regulatory protein beta 1B
Sirt1	sirtuin 1
Sirt2	sirtuin 2
Sirt3	sirtuin 3
Sirt4	sirtuin 4
Sirt5	sirtuin 5
Sirt6	sirtuin 6
Sirt7	sirtuin 7
Sis	sucrase isomaltase (alpha-glucosidase)
Sit1	suppression inducing transmembrane adaptor 1
Siva1	SIVA1, apoptosis-inducing factor
Six1	sine oculis-related homeobox 1
Six2	sine oculis-related homeobox 2
Six3	sine oculis-related homeobox 3
Six3os1	SIX homeobox 3, opposite strand 1
Six4	sine oculis-related homeobox 4
Six5	sine oculis-related homeobox 5
Six6	sine oculis-related homeobox 6
Ska1	spindle and kinetochore associated complex subunit 1
Ska2	spindle and kinetochore associated complex subunit 2
Ska2l-ps	spindle and kinetochore associated complex subunit 2-like, pseudogene
Ska3	spindle and kinetochore associated complex subunit 3
Skap1	src family associated phosphoprotein 1
Skap2	src family associated phosphoprotein 2
Ski	ski sarcoma viral oncogene homolog (avian)
Skida1	SKI/DACH domain containing 1
Skil	SKI-like
Skint1	selection and upkeep of intraepithelial T cells 1
Skint10	selection and upkeep of intraepithelial T cells 10
Skint11	selection and upkeep of intraepithelial T cells 11
Skint2	selection and upkeep of intraepithelial T cells 2
Skint3	selection and upkeep of intraepithelial T cells 3
Skint4	selection and upkeep of intraepithelial T cells 4
Skint5	selection and upkeep of intraepithelial T cells 5
Skint6	selection and upkeep of intraepithelial T cells 6
Skint7	selection and upkeep of intraepithelial T cells 7
Skint8	selection and upkeep of intraepithelial T cells 8
Skint9	selection and upkeep of intraepithelial T cells 9
Skiv2l	superkiller viralicidic activity 2-like (S. cerevisiae)
Skiv2l-ps1	superkiller viralicidic activity 2-like (S. cerevisiae), pseudogene 1
Skiv2l2	superkiller viralicidic activity 2-like 2 (S. cerevisiae)
Skl1	skeletal size (tail length) 1
Skl2	skeletal size (tail length) 2
Skl3	skeletal size (tail length) 3
Skl4	skeletal size (tail length) 4
Skl5	skeletal size (tail length) 5
Skl6	skeletal size (tail length) 6
Skl7	skeletal size (tail length) 7
Skmw1	skeletal muscle weight 1
Skmw10	skeletal muscle weight 10
Skmw11	skeletal muscle weight 11
Skmw12	skeletal muscle weight 12
Skmw13	skeletal muscle weight 13
Skmw14	skeletal muscle weight 14
Skmw15	skeletal muscle weight 15
Skmw16	skeletal muscle weight 16
Skmw17	skeletal muscle weight 17
Skmw18	skeletal muscle weight 18
Skmw2	skeletal muscle weight 2
Skmw3	skeletal muscle weight 3
Skmw4	skeletal muscle weight 4
Skmw5	skeletal muscle weight 5
Skmw6	skeletal muscle weight 6
Skmw7	skeletal muscle weight 7
Skmw8	skeletal muscle weight 8
Skmw9	skeletal muscle weight 9
Skn1	skin antigen 1
Skn2	skin antigen 2
Skor1	SKI family transcriptional corepressor 1
Skor2	SKI family transcriptional corepressor 2
Skp1a	S-phase kinase-associated protein 1A
Skp2	S-phase kinase-associated protein 2 (p45)
Skts-fp1	skin tumor susceptibility in FVB and PWK 1
Skts-fp2	skin tumor susceptibility in FVB and PWK 2
Skts-fp3	skin tumor susceptibility in FVB and PWK 3
Skts1	skin tumor susceptibility 1
Skts10	skin tumor susceptibility 10
Skts11	skin tumor susceptibility 11
Skts12	skin tumor susceptibility 12
Skts13	skin tumor sucseptibility 13
Skts14	skin tumor susceptibility 14
Skts15	skin tumor susceptibility 15
Skts2	skin tumor susceptibility 2
Skts3	skin tumor susceptibility 3
Skts4	skin tumor susceptibility 4
Skts5	skin tumor susceptibility 5
Skts6	skin tumor susceptibility 6
Skts7	skin tumor susceptibility 7
Skts8	skin tumor susceptibility 8
Skts9	skin tumor susceptibility 9
Skull1	skull morphology 1
Skull10	skull morphology 10
Skull11	skull morphology 11
Skull12	skull morphology 12
Skull13	skull morphology 13
Skull14	skull morphology 14
Skull15	skull morphology 15
Skull16	skull morphology 16
Skull17	skull morphology 17
Skull18	skull morphology 18
Skull19	skull morphology 19
Skull2	skull morphology 2
Skull20	skull morphology 20
Skull21	skull morphology 21
Skull22	skull morphology 22
Skull23	skull morphology 23
Skull24	skull morphology 24
Skull25	skull morphology 25
Skull26	skull morphology 26
Skull3	skull morphology 3
Skull4	skull morphology 4
Skull5	skull morphology 5
Skull6	skull morphology 6
Skull7	skull morphology 7
Skull8	skull morphology 8
Skull9	skull morphology 9
Sla	src-like adaptor
Sla2	Src-like-adaptor 2
Slain1	SLAIN motif family, member 1
Slain1os	SLAIN motif family, member 1, opposite strand
Slain2	SLAIN motif family, member 2
Slamf1	signaling lymphocytic activation molecule family member 1
Slamf6	SLAM family member 6
Slamf7	SLAM family member 7
Slamf8	SLAM family member 8
Slamf9	SLAM family member 9
Slbp	stem-loop binding protein
Slc10a1	solute carrier family 10 (sodium/bile acid cotransporter family), member 1
Slc10a2	solute carrier family 10, member 2
Slc10a3	solute carrier family 10 (sodium/bile acid cotransporter family), member 3
Slc10a4	solute carrier family 10 (sodium/bile acid cotransporter family), member 4
Slc10a5	solute carrier family 10 (sodium/bile acid cotransporter family), member 5
Slc10a6	solute carrier family 10 (sodium/bile acid cotransporter family), member 6
Slc10a7	solute carrier family 10 (sodium/bile acid cotransporter family), member 7
Slc11a1	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1
Slc11a1-rs1	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1, related sequence 1
Slc11a2	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2
Slc12a1	solute carrier family 12, member 1
Slc12a2	solute carrier family 12, member 2
Slc12a3	solute carrier family 12, member 3
Slc12a4	solute carrier family 12, member 4
Slc12a5	solute carrier family 12, member 5
Slc12a6	solute carrier family 12, member 6
Slc12a7	solute carrier family 12, member 7
Slc12a8	solute carrier family 12 (potassium/chloride transporters), member 8
Slc12a9	solute carrier family 12 (potassium/chloride transporters), member 9
Slc13a1	solute carrier family 13 (sodium/sulfate symporters), member 1
Slc13a2	solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2
Slc13a2os	solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2, opposite strand
Slc13a3	solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3
Slc13a4	solute carrier family 13 (sodium/sulfate symporters), member 4
Slc13a5	solute carrier family 13 (sodium-dependent citrate transporter), member 5
Slc14a1	solute carrier family 14 (urea transporter), member 1
Slc14a2	solute carrier family 14 (urea transporter), member 2
Slc15a1	solute carrier family 15 (oligopeptide transporter), member 1
Slc15a2	solute carrier family 15 (H+/peptide transporter), member 2
Slc15a3	solute carrier family 15, member 3
Slc15a4	solute carrier family 15, member 4
Slc15a5	solute carrier family 15, member 5
Slc16a1	solute carrier family 16 (monocarboxylic acid transporters), member 1
Slc16a10	solute carrier family 16 (monocarboxylic acid transporters), member 10
Slc16a11	solute carrier family 16 (monocarboxylic acid transporters), member 11
Slc16a12	solute carrier family 16 (monocarboxylic acid transporters), member 12
Slc16a13	solute carrier family 16 (monocarboxylic acid transporters), member 13
Slc16a14	solute carrier family 16 (monocarboxylic acid transporters), member 14
Slc16a2	solute carrier family 16 (monocarboxylic acid transporters), member 2
Slc16a3	solute carrier family 16 (monocarboxylic acid transporters), member 3
Slc16a4	solute carrier family 16 (monocarboxylic acid transporters), member 4
Slc16a5	solute carrier family 16 (monocarboxylic acid transporters), member 5
Slc16a6	solute carrier family 16 (monocarboxylic acid transporters), member 6
Slc16a7	solute carrier family 16 (monocarboxylic acid transporters), member 7
Slc16a8	solute carrier family 16 (monocarboxylic acid transporters), member 8
Slc16a9	solute carrier family 16 (monocarboxylic acid transporters), member 9
Slc17a1	solute carrier family 17 (sodium phosphate), member 1
Slc17a2	solute carrier family 17 (sodium phosphate), member 2
Slc17a3	solute carrier family 17 (sodium phosphate), member 3
Slc17a4	solute carrier family 17 (sodium phosphate), member 4
Slc17a5	solute carrier family 17 (anion/sugar transporter), member 5
Slc17a6	solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6
Slc17a7	solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 7
Slc17a8	solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 8
Slc17a9	solute carrier family 17, member 9
Slc18a1	solute carrier family 18 (vesicular monoamine), member 1
Slc18a2	solute carrier family 18 (vesicular monoamine), member 2
Slc18a3	solute carrier family 18 (vesicular monoamine), member 3
Slc18b1	solute carrier family 18, subfamily B, member 1
Slc19a1	solute carrier family 19 (folate transporter), member 1
Slc19a2	solute carrier family 19 (thiamine transporter), member 2
Slc19a3	solute carrier family 19, member 3
Slc1a1	solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1
Slc1a2	solute carrier family 1 (glial high affinity glutamate transporter), member 2
Slc1a3	solute carrier family 1 (glial high affinity glutamate transporter), member 3
Slc1a4	solute carrier family 1 (glutamate/neutral amino acid transporter), member 4
Slc1a5	solute carrier family 1 (neutral amino acid transporter), member 5
Slc1a6	solute carrier family 1 (high affinity aspartate/glutamate transporter), member 6
Slc1a7	solute carrier family 1 (glutamate transporter), member 7
Slc20a1	solute carrier family 20, member 1
Slc20a2	solute carrier family 20, member 2
Slc22a1	solute carrier family 22 (organic cation transporter), member 1
Slc22a12	solute carrier family 22 (organic anion/cation transporter), member 12
Slc22a13	solute carrier family 22 (organic cation transporter), member 13
Slc22a13b-ps	solute carrier family 22 (organic cation transporter), member 13b, pseudogene
Slc22a14	solute carrier family 22 (organic cation transporter), member 14
Slc22a15	solute carrier family 22 (organic anion/cation transporter), member 15
Slc22a16	solute carrier family 22 (organic cation transporter), member 16
Slc22a17	solute carrier family 22 (organic cation transporter), member 17
Slc22a18	solute carrier family 22 (organic cation transporter), member 18
